k_subset,language,category,count,language_resource_tier
3,German,Harassment,9,high
3,German,Hate/Identity Hate,9,high
3,German,High Risk Gov Decision Making,6,high
3,German,Illegal Activity,1,high
3,German,Malware,9,high
3,German,PII/Privacy,9,high
3,German,Political/Misinformation/Conspiracy,9,high
3,German,Profanity,9,high
3,German,Sexual,9,high
3,German,Sexual (minor),9,high
3,German,Suicide and Self Harm,9,high
3,German,Threat,7,high
3,German,Unauthorized Advice,8,high
3,German,Violence,9,high
3,Greek,Controlled/Regulated Substances,9,medium
3,Greek,Copyright/Trademark/Plagiarism,9,medium
3,Greek,Criminal Planning/Confessions,9,medium
3,Greek,Fraud/Deception,9,medium
3,Greek,Guns and Illegal Weapons,9,medium
3,Greek,Harassment,9,medium
3,Greek,Hate/Identity Hate,9,medium
3,Greek,High Risk Gov Decision Making,8,medium
3,Greek,Illegal Activity,1,medium
3,Greek,Malware,9,medium
3,Greek,PII/Privacy,9,medium
3,Greek,Political/Misinformation/Conspiracy,9,medium
3,Greek,Profanity,9,medium
3,Greek,Sexual,9,medium
3,Greek,Sexual (minor),7,medium
3,Greek,Suicide and Self Harm,9,medium
3,Greek,Threat,7,medium
3,Greek,Unauthorized Advice,8,medium
3,Greek,Violence,9,medium
3,Gujarati,Controlled/Regulated Substances,9,low
3,Gujarati,Copyright/Trademark/Plagiarism,8,low
3,Gujarati,Criminal Planning/Confessions,9,low
3,Gujarati,Fraud/Deception,9,low
3,Gujarati,Guns and Illegal Weapons,9,low
3,Gujarati,Harassment,9,low
3,Gujarati,Hate/Identity Hate,10,low
3,Gujarati,High Risk Gov Decision Making,6,low
3,Gujarati,Illegal Activity,1,low
3,Gujarati,Malware,9,low
3,Gujarati,PII/Privacy,9,low
3,Gujarati,Political/Misinformation/Conspiracy,9,low
3,Gujarati,Profanity,9,low
3,Gujarati,Sexual,9,low
3,Gujarati,Sexual (minor),8,low
3,Gujarati,Suicide and Self Harm,9,low
3,Gujarati,Threat,8,low
3,Gujarati,Unauthorized Advice,8,low
3,Gujarati,Violence,9,low
3,Hausa,Controlled/Regulated Substances,7,low
3,Hausa,Copyright/Trademark/Plagiarism,4,low
3,Hausa,Criminal Planning/Confessions,7,low
3,Hausa,Fraud/Deception,5,low
3,Hausa,Guns and Illegal Weapons,6,low
3,Hausa,Harassment,6,low
3,Hausa,Hate/Identity Hate,7,low
3,Hausa,High Risk Gov Decision Making,5,low
3,Hausa,Illegal Activity,1,low
3,Hausa,Malware,3,low
3,Hausa,PII/Privacy,7,low
3,Hausa,Political/Misinformation/Conspiracy,6,low
3,Hausa,Profanity,5,low
3,Hausa,Sexual,6,low
3,Hausa,Sexual (minor),3,low
3,Hausa,Suicide and Self Harm,5,low
3,Hausa,Threat,3,low
3,Hausa,Unauthorized Advice,3,low
3,Hausa,Violence,6,low
3,Hebrew,Controlled/Regulated Substances,9,medium
3,Hebrew,Copyright/Trademark/Plagiarism,8,medium
3,Hebrew,Criminal Planning/Confessions,9,medium
3,Hebrew,Fraud/Deception,9,medium
3,Hebrew,Guns and Illegal Weapons,9,medium
3,Hebrew,Harassment,9,medium
3,Hebrew,Hate/Identity Hate,9,medium
3,Hebrew,High Risk Gov Decision Making,6,medium
3,Hebrew,Illegal Activity,1,medium
3,Hebrew,Malware,9,medium
3,Hebrew,PII/Privacy,9,medium
3,Hebrew,Political/Misinformation/Conspiracy,9,medium
3,Hebrew,Profanity,9,medium
3,Hebrew,Sexual,9,medium
3,Hebrew,Sexual (minor),7,medium
3,Hebrew,Suicide and Self Harm,9,medium
3,Hebrew,Threat,7,medium
3,Hebrew,Unauthorized Advice,8,medium
3,Hebrew,Violence,9,medium
3,Hindi,Controlled/Regulated Substances,9,medium
3,Hindi,Copyright/Trademark/Plagiarism,8,medium
3,Hindi,Criminal Planning/Confessions,9,medium
3,Hindi,Fraud/Deception,9,medium
3,Hindi,Guns and Illegal Weapons,9,medium
3,Hindi,Harassment,9,medium
3,Hindi,Hate/Identity Hate,9,medium
3,Hindi,High Risk Gov Decision Making,8,medium
3,Hindi,Illegal Activity,1,medium
3,Hindi,Malware,8,medium
3,Hindi,PII/Privacy,9,medium
3,Hindi,Political/Misinformation/Conspiracy,9,medium
3,Hindi,Profanity,9,medium
3,Hindi,Sexual,9,medium
3,Hindi,Sexual (minor),7,medium
3,Hindi,Suicide and Self Harm,9,medium
3,Hindi,Threat,7,medium
3,Hindi,Unauthorized Advice,9,medium
3,Hindi,Violence,9,medium
3,Hungarian,Controlled/Regulated Substances,9,low
3,Hungarian,Copyright/Trademark/Plagiarism,8,low
3,Hungarian,Criminal Planning/Confessions,9,low
3,Hungarian,Fraud/Deception,9,low
3,Hungarian,Guns and Illegal Weapons,9,low
3,Hungarian,Harassment,9,low
3,Hungarian,Hate/Identity Hate,9,low
3,Hungarian,High Risk Gov Decision Making,6,low
3,Hungarian,Illegal Activity,1,low
3,Hungarian,Malware,7,low
3,Hungarian,PII/Privacy,9,low
3,Hungarian,Political/Misinformation/Conspiracy,9,low
3,Hungarian,Profanity,9,low
3,Hungarian,Sexual,9,low
3,Hungarian,Sexual (minor),7,low
3,Hungarian,Suicide and Self Harm,9,low
3,Hungarian,Threat,8,low
3,Hungarian,Unauthorized Advice,6,low
3,Hungarian,Violence,9,low
3,Icelandic,Controlled/Regulated Substances,9,low
3,Icelandic,Copyright/Trademark/Plagiarism,7,low
3,Icelandic,Criminal Planning/Confessions,9,low
3,Icelandic,Fraud/Deception,9,low
3,Icelandic,Guns and Illegal Weapons,9,low
3,Icelandic,Harassment,9,low
3,Icelandic,Hate/Identity Hate,9,low
3,Icelandic,High Risk Gov Decision Making,5,low
3,Icelandic,Illegal Activity,1,low
3,Icelandic,Malware,6,low
3,Icelandic,PII/Privacy,9,low
3,Icelandic,Political/Misinformation/Conspiracy,9,low
3,Icelandic,Profanity,8,low
3,Icelandic,Sexual,9,low
3,Icelandic,Sexual (minor),5,low
3,Icelandic,Suicide and Self Harm,9,low
3,Icelandic,Threat,6,low
3,Icelandic,Unauthorized Advice,8,low
3,Icelandic,Violence,9,low
3,Igbo,Controlled/Regulated Substances,12,low
3,Igbo,Copyright/Trademark/Plagiarism,10,low
3,Igbo,Criminal Planning/Confessions,12,low
3,Igbo,Fraud/Deception,12,low
3,Igbo,Guns and Illegal Weapons,12,low
3,Igbo,Harassment,12,low
3,Igbo,Hate/Identity Hate,12,low
3,Igbo,High Risk Gov Decision Making,6,low
3,Igbo,Illegal Activity,1,low
3,Igbo,Malware,8,low
3,Igbo,PII/Privacy,12,low
3,Igbo,Political/Misinformation/Conspiracy,12,low
3,Igbo,Profanity,12,low
3,Igbo,Sexual,12,low
3,Igbo,Sexual (minor),4,low
3,Igbo,Suicide and Self Harm,12,low
3,Igbo,Threat,5,low
3,Igbo,Unauthorized Advice,6,low
3,Igbo,Violence,12,low
3,Indonesian,Controlled/Regulated Substances,9,medium
3,Indonesian,Copyright/Trademark/Plagiarism,9,medium
3,Indonesian,Criminal Planning/Confessions,9,medium
3,Indonesian,Fraud/Deception,9,medium
3,Indonesian,Guns and Illegal Weapons,9,medium
3,Indonesian,Harassment,9,medium
3,Indonesian,Hate/Identity Hate,9,medium
3,Indonesian,High Risk Gov Decision Making,8,medium
3,Indonesian,Illegal Activity,1,medium
3,Indonesian,Malware,9,medium
3,Indonesian,PII/Privacy,9,medium
3,Indonesian,Political/Misinformation/Conspiracy,9,medium
3,Indonesian,Profanity,9,medium
3,Indonesian,Sexual,9,medium
3,Indonesian,Sexual (minor),9,medium
3,Indonesian,Suicide and Self Harm,9,medium
3,Indonesian,Threat,7,medium
3,Indonesian,Unauthorized Advice,9,medium
3,Indonesian,Violence,9,medium
3,Irish,Controlled/Regulated Substances,9,low
3,Irish,Copyright/Trademark/Plagiarism,8,low
3,Irish,Criminal Planning/Confessions,9,low
3,Irish,Fraud/Deception,8,low
3,Irish,Guns and Illegal Weapons,9,low
3,Irish,Harassment,9,low
3,Irish,Hate/Identity Hate,9,low
3,Irish,High Risk Gov Decision Making,7,low
3,Irish,Illegal Activity,1,low
3,Irish,Malware,7,low
3,Irish,PII/Privacy,9,low
3,Irish,Political/Misinformation/Conspiracy,9,low
3,Irish,Profanity,9,low
3,Irish,Sexual,9,low
3,Irish,Sexual (minor),8,low
3,Irish,Suicide and Self Harm,9,low
3,Irish,Threat,7,low
3,Irish,Unauthorized Advice,8,low
3,Irish,Violence,9,low
3,Italian,Controlled/Regulated Substances,9,high
3,Italian,Copyright/Trademark/Plagiarism,9,high
3,Italian,Criminal Planning/Confessions,9,high
3,Italian,Fraud/Deception,9,high
3,Italian,Guns and Illegal Weapons,9,high
3,Italian,Harassment,9,high
3,Italian,Hate/Identity Hate,9,high
3,Italian,High Risk Gov Decision Making,8,high
3,Italian,Illegal Activity,1,high
3,Italian,Malware,8,high
3,Italian,PII/Privacy,9,high
3,Italian,Political/Misinformation/Conspiracy,9,high
3,Italian,Profanity,9,high
3,Italian,Sexual,9,high
3,Italian,Sexual (minor),8,high
3,Italian,Suicide and Self Harm,9,high
3,Italian,Threat,6,high
3,Italian,Unauthorized Advice,7,high
3,Italian,Violence,9,high
3,Japanese,Controlled/Regulated Substances,9,high
3,Japanese,Copyright/Trademark/Plagiarism,5,high
3,Japanese,Criminal Planning/Confessions,9,high
3,Japanese,Fraud/Deception,8,high
3,Japanese,Guns and Illegal Weapons,9,high
3,Japanese,Harassment,9,high
3,Japanese,Hate/Identity Hate,9,high
3,Japanese,High Risk Gov Decision Making,4,high
3,Japanese,Illegal Activity,1,high
3,Japanese,Malware,4,high
3,Japanese,PII/Privacy,9,high
3,Japanese,Political/Misinformation/Conspiracy,9,high
3,Japanese,Profanity,9,high
3,Japanese,Sexual,9,high
3,Japanese,Sexual (minor),5,high
3,Japanese,Suicide and Self Harm,9,high
3,Japanese,Threat,3,high
3,Japanese,Unauthorized Advice,5,high
3,Japanese,Violence,9,high
3,Javanese,Controlled/Regulated Substances,9,low
3,Javanese,Copyright/Trademark/Plagiarism,7,low
3,Javanese,Criminal Planning/Confessions,9,low
3,Javanese,Fraud/Deception,8,low
3,Javanese,Guns and Illegal Weapons,9,low
3,Javanese,Harassment,9,low
3,Javanese,Hate/Identity Hate,9,low
3,Javanese,High Risk Gov Decision Making,7,low
3,Javanese,Illegal Activity,1,low
3,Javanese,Malware,6,low
3,Javanese,PII/Privacy,9,low
3,Javanese,Political/Misinformation/Conspiracy,9,low
3,Javanese,Profanity,8,low
3,Javanese,Sexual,9,low
3,Javanese,Sexual (minor),6,low
3,Javanese,Suicide and Self Harm,9,low
3,Javanese,Threat,7,low
3,Javanese,Unauthorized Advice,7,low
3,Javanese,Violence,9,low
3,Kannada,Controlled/Regulated Substances,9,low
3,Kannada,Copyright/Trademark/Plagiarism,8,low
3,Kannada,Criminal Planning/Confessions,9,low
3,Kannada,Fraud/Deception,9,low
3,Kannada,Guns and Illegal Weapons,9,low
3,Kannada,Harassment,9,low
3,Kannada,Hate/Identity Hate,9,low
3,Kannada,High Risk Gov Decision Making,7,low
3,Kannada,Illegal Activity,1,low
3,Kannada,Malware,9,low
3,Kannada,PII/Privacy,9,low
3,Kannada,Political/Misinformation/Conspiracy,9,low
3,Kannada,Profanity,9,low
3,Kannada,Sexual,9,low
3,Kannada,Sexual (minor),8,low
3,Kannada,Suicide and Self Harm,9,low
3,Kannada,Threat,7,low
3,Kannada,Unauthorized Advice,8,low
3,Kannada,Violence,9,low
3,Kazakh,Controlled/Regulated Substances,9,low
3,Kazakh,Copyright/Trademark/Plagiarism,7,low
3,Kazakh,Criminal Planning/Confessions,9,low
3,Kazakh,Fraud/Deception,9,low
3,Kazakh,Guns and Illegal Weapons,9,low
3,Kazakh,Harassment,9,low
3,Kazakh,Hate/Identity Hate,9,low
3,Kazakh,High Risk Gov Decision Making,5,low
3,Kazakh,Illegal Activity,1,low
3,Kazakh,Malware,7,low
3,Kazakh,PII/Privacy,9,low
3,Kazakh,Political/Misinformation/Conspiracy,9,low
3,Kazakh,Profanity,9,low
3,Kazakh,Sexual,9,low
3,Kazakh,Sexual (minor),5,low
3,Kazakh,Suicide and Self Harm,9,low
3,Kazakh,Threat,6,low
3,Kazakh,Unauthorized Advice,7,low
3,Kazakh,Violence,9,low
3,Khmer,Controlled/Regulated Substances,9,low
3,Khmer,Copyright/Trademark/Plagiarism,8,low
3,Khmer,Criminal Planning/Confessions,9,low
3,Khmer,Fraud/Deception,9,low
3,Khmer,Guns and Illegal Weapons,9,low
3,Khmer,Harassment,9,low
3,Khmer,Hate/Identity Hate,9,low
3,Khmer,High Risk Gov Decision Making,7,low
3,Khmer,Illegal Activity,1,low
3,Khmer,Malware,8,low
3,Khmer,PII/Privacy,9,low
3,Khmer,Political/Misinformation/Conspiracy,9,low
3,Khmer,Profanity,9,low
3,Khmer,Sexual,9,low
3,Khmer,Sexual (minor),4,low
3,Khmer,Suicide and Self Harm,9,low
3,Khmer,Threat,5,low
3,Khmer,Unauthorized Advice,6,low
3,Khmer,Violence,9,low
3,Korean,Controlled/Regulated Substances,9,high
3,Korean,Copyright/Trademark/Plagiarism,7,high
3,Korean,Criminal Planning/Confessions,9,high
3,Korean,Fraud/Deception,9,high
3,Korean,Guns and Illegal Weapons,9,high
3,Korean,Harassment,9,high
3,Korean,Hate/Identity Hate,9,high
3,Korean,High Risk Gov Decision Making,3,high
3,Korean,Illegal Activity,1,high
3,Korean,Malware,7,high
3,Korean,PII/Privacy,9,high
3,Korean,Political/Misinformation/Conspiracy,9,high
3,Korean,Profanity,9,high
3,Korean,Sexual,9,high
3,Korean,Sexual (minor),4,high
3,Korean,Suicide and Self Harm,9,high
3,Korean,Threat,5,high
3,Korean,Unauthorized Advice,6,high
3,Korean,Violence,9,high
3,Kyrgyz,Controlled/Regulated Substances,9,low
3,Kyrgyz,Copyright/Trademark/Plagiarism,6,low
3,Kyrgyz,Criminal Planning/Confessions,9,low
3,Kyrgyz,Fraud/Deception,8,low
3,Kyrgyz,Guns and Illegal Weapons,9,low
3,Kyrgyz,Harassment,9,low
3,Kyrgyz,Hate/Identity Hate,9,low
3,Kyrgyz,High Risk Gov Decision Making,4,low
3,Kyrgyz,Illegal Activity,1,low
3,Kyrgyz,Malware,6,low
3,Kyrgyz,PII/Privacy,9,low
3,Kyrgyz,Political/Misinformation/Conspiracy,9,low
3,Kyrgyz,Profanity,8,low
3,Kyrgyz,Sexual,9,low
3,Kyrgyz,Sexual (minor),5,low
3,Kyrgyz,Suicide and Self Harm,9,low
3,Kyrgyz,Threat,5,low
3,Kyrgyz,Unauthorized Advice,5,low
3,Kyrgyz,Violence,9,low
3,Lao,Controlled/Regulated Substances,9,low
3,Lao,Copyright/Trademark/Plagiarism,8,low
3,Lao,Criminal Planning/Confessions,9,low
3,Lao,Fraud/Deception,9,low
3,Lao,Guns and Illegal Weapons,9,low
3,Lao,Harassment,9,low
3,Lao,Hate/Identity Hate,9,low
3,Lao,High Risk Gov Decision Making,6,low
3,Lao,Illegal Activity,1,low
3,Lao,Malware,6,low
3,Lao,PII/Privacy,9,low
3,Lao,Political/Misinformation/Conspiracy,9,low
3,Lao,Profanity,9,low
3,Lao,Sexual,9,low
3,Lao,Sexual (minor),7,low
3,Lao,Suicide and Self Harm,9,low
3,Lao,Threat,7,low
3,Lao,Unauthorized Advice,6,low
3,Lao,Violence,9,low
3,Latvian,Controlled/Regulated Substances,9,low
3,Latvian,Copyright/Trademark/Plagiarism,8,low
3,Latvian,Criminal Planning/Confessions,9,low
3,Latvian,Fraud/Deception,9,low
3,Latvian,Guns and Illegal Weapons,9,low
3,Latvian,Harassment,9,low
3,Latvian,Hate/Identity Hate,9,low
3,Latvian,High Risk Gov Decision Making,6,low
3,Latvian,Illegal Activity,1,low
3,Latvian,Malware,6,low
3,Latvian,PII/Privacy,9,low
3,Latvian,Political/Misinformation/Conspiracy,9,low
3,Latvian,Profanity,9,low
3,Latvian,Sexual,9,low
3,Latvian,Sexual (minor),6,low
3,Latvian,Suicide and Self Harm,9,low
3,Latvian,Threat,6,low
3,Latvian,Unauthorized Advice,8,low
3,Latvian,Violence,9,low
3,Lingala,Controlled/Regulated Substances,12,low
3,Lingala,Copyright/Trademark/Plagiarism,10,low
3,Lingala,Criminal Planning/Confessions,12,low
3,Lingala,Fraud/Deception,11,low
3,Lingala,Guns and Illegal Weapons,12,low
3,Lingala,Harassment,12,low
3,Lingala,Hate/Identity Hate,12,low
3,Lingala,High Risk Gov Decision Making,6,low
3,Lingala,Illegal Activity,1,low
3,Lingala,Malware,6,low
3,Lingala,PII/Privacy,12,low
3,Lingala,Political/Misinformation/Conspiracy,12,low
3,Lingala,Profanity,9,low
3,Lingala,Sexual,12,low
3,Lingala,Sexual (minor),4,low
3,Lingala,Suicide and Self Harm,11,low
3,Lingala,Threat,5,low
3,Lingala,Unauthorized Advice,6,low
3,Lingala,Violence,12,low
3,Lithuanian,Controlled/Regulated Substances,9,low
3,Lithuanian,Copyright/Trademark/Plagiarism,6,low
3,Lithuanian,Criminal Planning/Confessions,9,low
3,Lithuanian,Fraud/Deception,9,low
3,Lithuanian,Guns and Illegal Weapons,9,low
3,Lithuanian,Harassment,9,low
3,Lithuanian,Hate/Identity Hate,9,low
3,Lithuanian,High Risk Gov Decision Making,7,low
3,Lithuanian,Illegal Activity,1,low
3,Lithuanian,Malware,8,low
3,Lithuanian,PII/Privacy,9,low
3,Lithuanian,Political/Misinformation/Conspiracy,9,low
3,Lithuanian,Profanity,9,low
3,Lithuanian,Sexual,9,low
3,Lithuanian,Sexual (minor),7,low
3,Lithuanian,Suicide and Self Harm,9,low
3,Lithuanian,Threat,6,low
3,Lithuanian,Unauthorized Advice,7,low
3,Lithuanian,Violence,9,low
3,Luo,Controlled/Regulated Substances,12,low
3,Luo,Copyright/Trademark/Plagiarism,7,low
3,Luo,Criminal Planning/Confessions,12,low
3,Luo,Fraud/Deception,8,low
3,Luo,Guns and Illegal Weapons,12,low
3,Luo,Harassment,12,low
3,Luo,Hate/Identity Hate,12,low
3,Luo,High Risk Gov Decision Making,4,low
3,Luo,Illegal Activity,1,low
3,Luo,Malware,5,low
3,Luo,PII/Privacy,12,low
3,Luo,Political/Misinformation/Conspiracy,9,low
3,Luo,Profanity,8,low
3,Luo,Sexual,12,low
3,Luo,Sexual (minor),4,low
3,Luo,Suicide and Self Harm,8,low
3,Luo,Threat,4,low
3,Luo,Unauthorized Advice,4,low
3,Luo,Violence,11,low
3,Luxembourgish,Controlled/Regulated Substances,12,low
3,Luxembourgish,Copyright/Trademark/Plagiarism,11,low
3,Luxembourgish,Criminal Planning/Confessions,12,low
3,Luxembourgish,Fraud/Deception,12,low
3,Luxembourgish,Guns and Illegal Weapons,12,low
3,Luxembourgish,Harassment,12,low
3,Luxembourgish,Hate/Identity Hate,12,low
3,Luxembourgish,High Risk Gov Decision Making,6,low
3,Luxembourgish,Illegal Activity,1,low
3,Luxembourgish,Malware,11,low
3,Luxembourgish,PII/Privacy,12,low
3,Luxembourgish,Political/Misinformation/Conspiracy,12,low
3,Luxembourgish,Profanity,12,low
3,Luxembourgish,Sexual,12,low
3,Luxembourgish,Sexual (minor),9,low
3,Luxembourgish,Suicide and Self Harm,12,low
3,Luxembourgish,Threat,8,low
3,Luxembourgish,Unauthorized Advice,8,low
3,Luxembourgish,Violence,12,low
3,Macedonian,Controlled/Regulated Substances,9,low
3,Macedonian,Copyright/Trademark/Plagiarism,7,low
3,Macedonian,Criminal Planning/Confessions,9,low
3,Macedonian,Fraud/Deception,9,low
3,Macedonian,Guns and Illegal Weapons,9,low
3,Macedonian,Harassment,9,low
3,Macedonian,Hate/Identity Hate,9,low
3,Macedonian,High Risk Gov Decision Making,5,low
3,Macedonian,Illegal Activity,1,low
3,Macedonian,Malware,9,low
3,Macedonian,PII/Privacy,9,low
3,Macedonian,Political/Misinformation/Conspiracy,9,low
3,Macedonian,Profanity,9,low
3,Macedonian,Sexual,9,low
3,Macedonian,Sexual (minor),6,low
3,Macedonian,Suicide and Self Harm,9,low
3,Macedonian,Threat,8,low
3,Macedonian,Unauthorized Advice,8,low
3,Macedonian,Violence,9,low
3,Malay,Controlled/Regulated Substances,9,medium
3,Malay,Copyright/Trademark/Plagiarism,8,medium
3,Malay,Criminal Planning/Confessions,9,medium
3,Malay,Fraud/Deception,9,medium
3,Malay,Guns and Illegal Weapons,9,medium
3,Malay,Harassment,9,medium
3,Malay,Hate/Identity Hate,9,medium
3,Malay,High Risk Gov Decision Making,6,medium
3,Malay,Illegal Activity,1,medium
3,Malay,Malware,7,medium
3,Malay,PII/Privacy,9,medium
3,Malay,Political/Misinformation/Conspiracy,9,medium
3,Malay,Profanity,9,medium
3,Malay,Sexual,9,medium
3,Malay,Sexual (minor),9,medium
3,Malay,Suicide and Self Harm,9,medium
3,Malay,Threat,8,medium
3,Malay,Unauthorized Advice,8,medium
3,Malay,Violence,9,medium
3,Malayalam,Controlled/Regulated Substances,9,low
3,Malayalam,Copyright/Trademark/Plagiarism,9,low
3,Malayalam,Criminal Planning/Confessions,9,low
3,Malayalam,Fraud/Deception,9,low
3,Malayalam,Guns and Illegal Weapons,9,low
3,Malayalam,Harassment,9,low
3,Malayalam,Hate/Identity Hate,9,low
3,Malayalam,High Risk Gov Decision Making,6,low
3,Malayalam,Illegal Activity,1,low
3,Malayalam,Malware,8,low
3,Malayalam,PII/Privacy,9,low
3,Malayalam,Political/Misinformation/Conspiracy,9,low
3,Malayalam,Profanity,9,low
3,Malayalam,Sexual,9,low
3,Malayalam,Sexual (minor),6,low
3,Malayalam,Suicide and Self Harm,9,low
3,Malayalam,Threat,7,low
3,Malayalam,Unauthorized Advice,5,low
3,Malayalam,Violence,9,low
3,Maltese,Controlled/Regulated Substances,12,low
3,Maltese,Copyright/Trademark/Plagiarism,11,low
3,Maltese,Criminal Planning/Confessions,12,low
3,Maltese,Fraud/Deception,12,low
3,Maltese,Guns and Illegal Weapons,12,low
3,Maltese,Harassment,12,low
3,Maltese,Hate/Identity Hate,12,low
3,Maltese,High Risk Gov Decision Making,8,low
3,Maltese,Illegal Activity,1,low
3,Maltese,Malware,11,low
3,Maltese,PII/Privacy,12,low
3,Maltese,Political/Misinformation/Conspiracy,12,low
3,Maltese,Profanity,12,low
3,Maltese,Sexual,12,low
3,Maltese,Sexual (minor),8,low
3,Maltese,Suicide and Self Harm,12,low
3,Maltese,Threat,6,low
3,Maltese,Unauthorized Advice,10,low
3,Maltese,Violence,12,low
3,Maori,Controlled/Regulated Substances,12,low
3,Maori,Copyright/Trademark/Plagiarism,12,low
3,Maori,Criminal Planning/Confessions,12,low
3,Maori,Fraud/Deception,9,low
3,Maori,Guns and Illegal Weapons,12,low
3,Maori,Harassment,12,low
3,Maori,Hate/Identity Hate,12,low
3,Maori,High Risk Gov Decision Making,7,low
3,Maori,Illegal Activity,1,low
3,Maori,Malware,6,low
3,Maori,PII/Privacy,12,low
3,Maori,Political/Misinformation/Conspiracy,11,low
3,Maori,Profanity,12,low
3,Maori,Sexual,12,low
3,Maori,Sexual (minor),6,low
3,Maori,Suicide and Self Harm,12,low
3,Maori,Threat,7,low
3,Maori,Unauthorized Advice,6,low
3,Maori,Violence,12,low
3,Marathi,Controlled/Regulated Substances,9,low
3,Marathi,Copyright/Trademark/Plagiarism,6,low
3,Marathi,Criminal Planning/Confessions,9,low
3,Marathi,Fraud/Deception,8,low
3,Marathi,Guns and Illegal Weapons,9,low
3,Marathi,Harassment,9,low
3,Marathi,Hate/Identity Hate,9,low
3,Marathi,High Risk Gov Decision Making,6,low
3,Marathi,Illegal Activity,1,low
3,Marathi,Malware,7,low
3,Marathi,PII/Privacy,9,low
3,Marathi,Political/Misinformation/Conspiracy,9,low
3,Marathi,Profanity,9,low
3,Marathi,Sexual,9,low
3,Marathi,Sexual (minor),6,low
3,Marathi,Suicide and Self Harm,9,low
3,Marathi,Threat,6,low
3,Marathi,Unauthorized Advice,7,low
3,Marathi,Violence,9,low
3,Mongolian,Controlled/Regulated Substances,9,low
3,Mongolian,Copyright/Trademark/Plagiarism,6,low
3,Mongolian,Criminal Planning/Confessions,9,low
3,Mongolian,Fraud/Deception,8,low
3,Mongolian,Guns and Illegal Weapons,9,low
3,Mongolian,Harassment,9,low
3,Mongolian,Hate/Identity Hate,9,low
3,Mongolian,High Risk Gov Decision Making,6,low
3,Mongolian,Illegal Activity,1,low
3,Mongolian,Malware,4,low
3,Mongolian,PII/Privacy,9,low
3,Mongolian,Political/Misinformation/Conspiracy,9,low
3,Mongolian,Profanity,8,low
3,Mongolian,Sexual,9,low
3,Mongolian,Sexual (minor),6,low
3,Mongolian,Suicide and Self Harm,9,low
3,Mongolian,Threat,3,low
3,Mongolian,Unauthorized Advice,7,low
3,Mongolian,Violence,9,low
3,Nepali,Controlled/Regulated Substances,10,low
3,Nepali,Copyright/Trademark/Plagiarism,9,low
3,Nepali,Criminal Planning/Confessions,10,low
3,Nepali,Fraud/Deception,9,low
3,Nepali,Guns and Illegal Weapons,9,low
3,Nepali,Harassment,10,low
3,Nepali,Hate/Identity Hate,11,low
3,Nepali,High Risk Gov Decision Making,6,low
3,Nepali,Illegal Activity,1,low
3,Nepali,Malware,8,low
3,Nepali,PII/Privacy,10,low
3,Nepali,Political/Misinformation/Conspiracy,9,low
3,Nepali,Profanity,9,low
3,Nepali,Sexual,9,low
3,Nepali,Sexual (minor),6,low
3,Nepali,Suicide and Self Harm,9,low
3,Nepali,Threat,8,low
3,Nepali,Unauthorized Advice,6,low
3,Nepali,Violence,9,low
3,Northern Sotho,Controlled/Regulated Substances,12,low
3,Northern Sotho,Copyright/Trademark/Plagiarism,10,low
3,Northern Sotho,Criminal Planning/Confessions,12,low
3,Northern Sotho,Fraud/Deception,11,low
3,Northern Sotho,Guns and Illegal Weapons,12,low
3,Northern Sotho,Harassment,12,low
3,Northern Sotho,Hate/Identity Hate,12,low
3,Northern Sotho,High Risk Gov Decision Making,5,low
3,Northern Sotho,Illegal Activity,1,low
3,Northern Sotho,Malware,7,low
3,Northern Sotho,PII/Privacy,12,low
3,Northern Sotho,Political/Misinformation/Conspiracy,12,low
3,Northern Sotho,Profanity,12,low
3,Northern Sotho,Sexual,12,low
3,Northern Sotho,Sexual (minor),5,low
3,Northern Sotho,Suicide and Self Harm,12,low
3,Northern Sotho,Threat,6,low
3,Northern Sotho,Unauthorized Advice,6,low
3,Northern Sotho,Violence,12,low
3,Norwegian,Controlled/Regulated Substances,9,medium
3,Norwegian,Copyright/Trademark/Plagiarism,6,medium
3,Norwegian,Criminal Planning/Confessions,9,medium
3,Norwegian,Fraud/Deception,9,medium
3,Norwegian,Guns and Illegal Weapons,9,medium
3,Norwegian,Harassment,9,medium
3,Norwegian,Hate/Identity Hate,9,medium
3,Norwegian,High Risk Gov Decision Making,5,medium
3,Norwegian,Illegal Activity,1,medium
3,Norwegian,Malware,9,medium
3,Norwegian,PII/Privacy,9,medium
3,Norwegian,Political/Misinformation/Conspiracy,9,medium
3,Norwegian,Profanity,9,medium
3,Norwegian,Sexual,9,medium
3,Norwegian,Sexual (minor),9,medium
3,Norwegian,Suicide and Self Harm,9,medium
3,Norwegian,Threat,6,medium
3,Norwegian,Unauthorized Advice,7,medium
3,Norwegian,Violence,9,medium
3,Nyanja,Controlled/Regulated Substances,12,low
3,Nyanja,Copyright/Trademark/Plagiarism,9,low
3,Nyanja,Criminal Planning/Confessions,12,low
3,Nyanja,Fraud/Deception,10,low
3,Nyanja,Guns and Illegal Weapons,12,low
3,Nyanja,Harassment,12,low
3,Nyanja,Hate/Identity Hate,12,low
3,Nyanja,High Risk Gov Decision Making,6,low
3,Nyanja,Illegal Activity,1,low
3,Nyanja,Malware,6,low
3,Nyanja,PII/Privacy,12,low
